pair_id,category,ground_truth,img_a,img_b,notes
hda_f_169,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_169_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_169_Lookalike.png,
hda_f_170,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_170_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_170_Lookalike.png,
hda_f_171,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_171_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_171_Lookalike.png,
hda_f_172,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_172_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_172_Lookalike.png,
hda_f_173,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_173_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_173_Lookalike.png,
hda_f_174,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_174_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_174_Lookalike.png,
hda_f_175,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_175_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_175_Lookalike.png,
hda_f_176,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_176_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_176_Lookalike.png,
hda_f_177,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_177_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_177_Lookalike.png,
hda_f_178,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_178_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_178_Lookalike.png,
hda_f_179,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_179_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_179_Lookalike.png,
hda_f_180,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_180_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_180_Lookalike.jpg,
hda_f_181,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_181_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_181_Lookalike.jpg,
hda_f_182,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_182_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_182_Lookalike.png,
hda_f_183,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_183_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_183_Lookalike.png,
hda_f_184,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_184_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_184_Lookalike.jpg,
hda_f_185,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_185_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_185_Lookalike.jpg,
hda_f_186,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_186_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_186_Lookalike.jpg,
hda_f_187,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_187_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_187_Lookalike.jpg,
hda_f_188,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_188_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_188_Lookalike.jpg,
hda_f_189,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_189_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_189_Lookalike.jpg,
hda_f_190,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_190_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_190_Lookalike.jpg,
hda_f_191,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_191_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_191_Lookalike.jpg,
hda_f_192,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_192_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_192_Lookalike.jpg,
hda_f_193,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_193_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_193_Lookalike.jpg,
hda_f_194,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_194_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_194_Lookalike.jpg,
hda_f_195,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_195_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_195_Lookalike.jpg,
hda_f_196,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_196_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_196_Lookalike.jpg,
hda_f_197,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_197_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_197_Lookalike.jpg,
hda_f_198,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_198_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_198_Lookalike.jpg,
hda_f_199,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_199_Original.jpg,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_199_Lookalike.jpg,
hda_f_200,female_impostor,nonmatch,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_200_Original.png,C:/Users/vasil/Thesis-project/dataset_for_gorilla/HDA/Female/F_200_Lookalike.png,
