pair_id,category,ground_truth,s0,decision,decision_margin,confidence_label,abs_A_top_minus_bottom,abs_A_top_vs_bottom,abs_A_random_vs_bottom,abs_A_top_beats_random,abs_B_top_minus_bottom,abs_B_top_vs_bottom,abs_B_random_vs_bottom,abs_B_top_beats_random,sup_A_top_minus_bottom,sup_A_top_vs_bottom,sup_B_top_minus_bottom,sup_B_top_vs_bottom,sup_all_same_sign,dir_n_directional,dir_insufficient,dir_flag,dir_top_minus_bottom,dir_top_vs_bottom,dir_top_beats_random,rho_gc_mean_gray,rho_gc_norm_gray,rho_gc_sum_gray,rho_gc_mean_blur,n_parts_abs,top_gc_part,top_abs_gray,top_abs_blur,top_sup_gray,top_sup_blur,s0_warning,gradcam_error,error
lfw_nonmatch_134,lfw_eval,non-match,-0.0076,non-match,-0.3225,high,0.0056,1.8690,1.4216,True,0.0193,3.0416,3.0775,False,-0.0108,-0.6156,-0.0446,0.1296,False,5,True,,,,,-0.4048,0.3333,0.3571,0.1667,8,r_brow,skin,nose,skin,r_eye,,,
lfw_nonmatch_135,lfw_eval,non-match,-0.0787,non-match,-0.3935,high,0.0131,3.0447,2.0224,True,0.0483,8.4391,4.7195,True,0.0006,0.7301,0.0290,4.2768,False,4,True,,,,,0.4857,0.0857,0.7714,0.6000,6,hair,skin,hair,skin,skin,,,
lfw_nonmatch_136,lfw_eval,non-match,0.0467,non-match,-0.2681,high,0.0033,1.5037,1.0879,True,0.0296,5.1181,2.9130,True,0.0052,-5.4413,-0.0243,-48.3262,False,4,True,,,,,-0.2500,0.3214,0.5000,-0.3929,7,r_eye,skin,l_brow,r_brow,skin,,,
lfw_nonmatch_137,lfw_eval,non-match,-0.0145,non-match,-0.3294,high,0.0072,3.5020,2.4261,True,0.0077,1.9754,1.3914,True,-0.0012,1.4536,0.0113,3.9190,False,6,False,,-0.0003,0.9096,False,0.7783,-0.6671,0.6301,0.2224,7,skin,skin,nose,skin,r_brow,,,
lfw_nonmatch_138,lfw_eval,non-match,0.0494,non-match,-0.2655,high,0.0239,4.0407,2.5203,True,0.0443,14.2452,7.6226,True,0.0295,-0.3974,0.0344,-0.0881,False,2,True,,,,,0.2571,-0.3714,0.6000,0.2571,6,hair,skin,skin,hair,nose,,,
lfw_nonmatch_139,lfw_eval,non-match,0.0605,non-match,-0.2543,high,,,,,,,,,,,,,False,3,True,,,,,0.6000,0.6000,0.4000,0.1000,5,r_brow,skin,mouth,r_eye,mouth,,,
lfw_nonmatch_140,lfw_eval,non-match,0.0677,non-match,-0.2471,high,0.0240,7.5996,4.3272,True,0.0326,8.0785,4.0490,True,0.0122,0.4252,0.0275,-0.4741,False,5,True,,,,,-0.1905,0.0714,0.5000,0.1667,8,l_eye,skin,skin,r_brow,nose,,,
lfw_nonmatch_141,lfw_eval,non-match,0.0337,non-match,-0.2811,high,0.0083,2.3169,1.6584,True,-0.0078,0.6774,0.8387,False,0.0082,-0.2503,0.0271,-0.4993,False,3,True,,,,,-0.0857,-0.4857,0.7143,0.0857,6,mouth,skin,nose,hair,hair,,,
lfw_nonmatch_142,lfw_eval,non-match,0.0938,non-match,-0.2210,high,0.0102,2.8412,1.9119,True,0.0320,2.3481,1.4978,True,0.0117,-2.8191,0.0726,-0.4443,False,2,True,,,,,-0.3214,0.6071,0.5714,-0.2143,7,l_brow,skin,mouth,hair,mouth,,,
lfw_nonmatch_143,lfw_eval,non-match,0.0127,non-match,-0.3021,high,,,,,,,,,,,,,True,0,True,all_negative_nonmatch,,,,-0.2000,0.8000,-0.2000,0.2000,4,nose,hair,skin,,,,,
lfw_nonmatch_144,lfw_eval,non-match,0.0867,non-match,-0.2281,high,0.0121,2.9077,1.5118,True,0.0342,11.6298,5.1795,True,0.0177,-0.1679,0.0390,-0.2447,False,3,True,,,,,-0.4762,-0.1429,0.4286,0.1190,8,nose,skin,skin,hair,hair,,,
lfw_nonmatch_145,lfw_eval,non-match,0.0903,non-match,-0.2245,high,0.0095,4.3941,2.6971,True,0.0267,2.2639,1.6320,True,0.0019,1.7295,-0.0175,6.1079,False,4,True,,,,,0.3143,0.4857,0.4857,0.0857,6,mouth,skin,skin,l_brow,skin,,,
lfw_nonmatch_146,lfw_eval,non-match,-0.0276,non-match,-0.3425,high,-0.0011,0.8419,0.9221,False,0.0099,1.9915,1.2882,True,0.0049,3.7473,0.0232,-2.1488,False,4,True,,,,,0.4431,-0.2635,0.4671,0.5868,8,mouth,mouth,skin,mouth,skin,,,
lfw_nonmatch_147,lfw_eval,non-match,0.1926,non-match,-0.1222,medium,0.0154,6.0136,3.1066,True,0.0416,11.7137,4.8517,True,0.0210,-0.4077,0.0473,-0.1476,False,4,True,,,,,0.6667,-0.0238,0.8095,-0.0238,8,hair,skin,skin,mouth,mouth,,,
lfw_nonmatch_148,lfw_eval,non-match,0.0899,non-match,-0.2249,high,0.0322,11.6266,4.9842,True,0.0229,6.8731,3.4109,True,0.0153,-0.0222,-0.0037,1.4054,False,3,True,,,,,-0.3333,0.1429,0.9048,-0.0476,8,r_brow,nose,skin,r_brow,hair,,,
lfw_nonmatch_149,lfw_eval,non-match,-0.0383,non-match,-0.3531,high,0.0077,1.7984,1.1208,True,0.0107,2.1897,1.4847,True,0.0186,-0.6972,0.0303,-2.1778,False,4,True,,,,,0.0238,-0.1667,0.3571,-0.2143,8,l_eye,skin,skin,skin,skin,,,
lfw_nonmatch_150,lfw_eval,non-match,-0.0195,non-match,-0.3343,high,0.0116,2.6078,1.8039,True,0.0061,4.2089,2.6044,True,0.0231,-1.2789,0.0087,-2.2046,False,4,True,,,,,0.0286,0.3143,-0.4857,-0.3143,6,l_brow,nose,mouth,nose,nose,,,
